,index,ID,INV_x,OT,ORD,CLA,TIN,concepta_x,CODEX 1,CODEX 2,CODEX 3,CODEX 4,CODEX 5,CODEX 6,CODEX 7,CODEX 8,CODEX 9,REGESTUM_x,LITTERAE_x,CONCEPTUM_x,DECLINATIO,MASC./FEM.,SING./PL.,IDX,CNS,FORMULA,PRAENOMEN,NOMEN,COGNOMEN,SUPERNOMINA,DUDOSOS,OBS,Unnamed: 0,INV_y,CODEX,concepta_y,REGESTUM_y,LITTERAE_y,CONCEPTUM_y,locR,locI,locA,threshold10,threshold20,threshold30,threshold40,threshold50,threshold60,threshold70,threshold80,threshold90
871,871,0,2230,1,,NUL,NIG,4,N/.../N/N,N/.../N/N,N/.../N/N,N...NN,N...NN,N...NN,NNN,NNN,NNN,I,LAT,N?,,,,Furnio eriloio,Furn(io) eriloio,,,Furn(io),eriloio,,,"CIL, IV, 10273: colore nigro. Sub ansa. Euan(der)(?) Erilo..(?). Ad Euandrum cf. amphorarum inscriptiones 6167 et 10462b.",871,2230,...NNlNNlNNl,4,I,LAT,N?,1,19,1912,88,86,74,46,26,17,11,7,6
872,872,0,2230,1,,NUL,NIG,4,N/.../N/N,N/.../N/N,N/.../N/N,N...NN,N...NN,N...NN,NNN,NNN,NNN,N,LAT,N,,M,,Gn. F. Gem.,Gn. F. Gem.,,Gn.,F.,Gem.,,,"CIL, IV, 10273: colore nigro. In humero. Gari f(los) gem(inus?). Ad inscriptionem a cf. inscriptionem 10272 et quae ibi adnotavi.",872,2230,...NNlNNlNNl,4,N,LAT,N,1,19,1912,88,86,74,46,26,17,11,7,6
873,873,0,2248,1,,NUL,NIG,3,I/N/N/=,P?/N/N/=,P/N/N/=,INN,P?NN,PNN,NN,P?NN,PNN,N,LAT,N,,M,S,Eur. Ter. Pri. serv-,Eur. / Ter. · Pri. ser(v-),ser(v-),, Ter. ·,Pri.,Eur. /,,"CIL, IV, 10285: colore nigro. Eur(yti) / Ter(enti) Pri(sci) ser(vi).",873,2248,NNlNNlPPl,3,N,LAT,N,1,19,1912,83,81,71,43,25,16,10,6,5
874,874,0,2248,1,,PRO,NIG,3,I/N/N/=,P?/N/N/=,P/N/N/=,INN,P?NN,PNN,NN,P?NN,PNN,I,LAT,P?,,,,Lyttium,Lyt(tium),,,,,,,"CIL, IV, 10285: colore nigro. Lyt(tios).",874,2248,NNlNNlPPl,3,I,LAT,P?,1,19,1912,83,81,71,43,25,16,10,6,5
875,875,0,2248,1,,NUL,NIG,3,I/N/N/=,P?/N/N/=,P/N/N/=,INN,P?NN,PNN,NN,P?NN,PNN,N,LAT,N,,M,,M. M. Ne.,M. · M. · Ne.,,M. ·,M. ·,Ne.,,,"CIL, IV, 10285: colore nigro.",875,2248,NNlNNlPPl,3,N,LAT,N,1,19,1912,83,81,71,43,25,16,10,6,5
876,876,0,2250,1,,NUL,IGN,2,P/n/=,P/n/=,P/n/=,Pn,Pn,Pn,Pn,Pn,Pn,n,GRA,N,N,M,S,Μ. Πομ. Τευπωνοϲ,Μ. · Π[ομ]. / Τ'ε'υ'π'ω'νοϲ,,Μ. ·,[Πομ.] /,Τευπωνοϲ,,,"CIL, IV, 10285b: Μ. Π. / Τεύπωνος. Cf. amphorae inscriptionem 7004 et, quae ibi adnotata sunt.",876,2250,PPlNng,2,n,GRA,N,1,18,180,31,29,23,14,9,6,5,3,2
877,877,0,2250,1,,PRO,IGN,2,P/n/=,P/n/=,P/n/=,Pn,Pn,Pn,Pn,Pn,Pn,p,GRA,P,,,,Λυττιοϲ,Λυττιοϲ,,,,,,,"CIL, IV, 10285b: cf. amphorae inscriptionem 7004 et, quae ibi adnotata sunt.",877,2250,PPlNng,2,p,GRA,P,1,18,180,31,29,23,14,9,6,5,3,2
878,878,0,2260,1,,NUL,NIG,3,N/n/n,N/n/n,N/n/n,Nnn,Nnn,Nnn,Nnn,Nnn,Nnn,n,GRA,N,N,F,S,Ἄκα && Ακα.,Ακα && Ακα(---),,,,Ακα && Ακα(---),,,"CIL, IV, 10293: colore nigro. Sub ansa.",878,2260,NNlNngNng,3,n,GRA,N,1,19,1913,69,67,58,35,20,13,9,5,4
879,879,0,2260,1,,NUL,NIG,3,N/n/n,N/n/n,N/n/n,Nnn,Nnn,Nnn,Nnn,Nnn,Nnn,n,GRA,N,G,M,S,Αννι Μω.,Αννι · [Μ]ω.,,,Αννι ·,[Μ]ω.,,,"CIL, IV, 10293: colore nigro. In umero. Anni Mo(desti?). Ad inscriptiones a versum 2 cf. signaculum vol. X 8058.3 in domo VII · XIII · 10(?) repertum, quod Case ed Abit.2 [= Case ed Abit. 3] n. 452 Ani(us) Mo(destus?) legi, Atilius Degrassi Athenaeum 33 (1955) p. 147 Ani(nius) Mo(destus).",879,2260,NNlNngNng,3,n,GRA,N,1,19,1913,69,67,58,35,20,13,9,5,4
880,880,0,2260,1,,NUL,NIG,3,N/n/n,N/n/n,N/n/n,Nnn,Nnn,Nnn,Nnn,Nnn,Nnn,N,LAT,N,,M,,Q. L. K.,[Q]. L. K.,,[Q].,L.,K.,,,"CIL, IV, 10293: colore nigro. In umero. [O]l(ei?) Κ (= decem?).",880,2260,NNlNngNng,3,N,LAT,N,1,19,1913,69,67,58,35,20,13,9,5,4
881,881,0,2289,0,,NUL,RUB,1,N,N,N,N,N,N,N,N,N,N,LAT,N,,M,,Q. A. H.,Q. · A. · H.,,Q. ·,A. ·,H.,,,\N,881,2289,NNl,1,N,LAT,N,2,24,244,16,16,12,9,6,4,4,3,2
882,882,0,2292,1,,NUL,INC,2,N/I,N/I,N/I,NI,NI,NI,N,N,N,N,LAT,N,G,M,S,Canii,Canii,,,Canii,Canii,,,"CIL, IV, 10316: litteris subtilibus gypso albo scriptum est. C. An(n)ii.",882,2292,IIlNNl,2,N,LAT,N,2,24,2413,5,5,4,3,2,2,2,2,2
883,883,0,2292,1,,NUL,INC,2,N/I,N/I,N/I,NI,NI,NI,N,N,N,I,LAT,I,,,,imx,imx,,,,,,,"CIL, IV, 10316: litteris subtilibus gypso albo scriptum est. [Pr]imi(?).",883,2292,IIlNNl,2,I,LAT,I,2,24,2413,5,5,4,3,2,2,2,2,2
884,884,0,2298,0,,NUL,NIG,1,N,N,N,N,N,N,N,N,N,N,LAT,N,,M,,L. C. N.,L. C. N.,,L.,C.,N.,,,"CIL, IV, 10322: colore nigro.",884,2298,NNl,1,N,LAT,N,1,19,1911,16,16,12,9,6,4,4,3,2
885,885,0,2299,1,,NUL,NIG,2,N/I,N/I,N/I,NI,NI,NI,N,N,N,I,LAT,I,,,,C. V. E. && ΞΕ {65},C. V.^E. && Ξ^Ε(!),,,,,,,"CIL, IV, 10323: colore nigro. Sub ansa. C. V. E.",885,2299,IIlNNl,2,I,LAT,I,1,19,1912,5,5,4,3,2,2,2,2,2
886,886,0,2299,1,,NUL,NIG,2,N/I,N/I,N/I,NI,NI,NI,N,N,N,N,LAT,N,,M,,M. C. N.,M. C. N.,,M.,C.,N.,,,"CIL, IV, 10323: colore nigro.",886,2299,IIlNNl,2,N,LAT,N,1,19,1912,5,5,4,3,2,2,2,2,2
887,887,0,2300,0,,NUL,NIG,1,N,N,N,N,N,N,N,N,N,N,LAT,N,,M,,Ti. I. Cli.,Ti. I. Cli.,,Ti.,I.,Cli.,,,"CIL, IV, 10324: colore nigro evanido. Ti. Cl(audi?) [?    ].",887,2300,NNl,1,N,LAT,N,1,19,1913,16,16,12,9,6,4,4,3,2
888,888,0,2301,1,,NUL,NIG,2,I/N,N?/N,N/N,IN,N?N,NN,N,N?N,NN,I,LAT,N?,,,,Gn. E. R.,[G]n. E. R.,,[G]n.,E.,R.,,,"CIL, IV, 10325: colore nigro. Cher(   ) (nisi Ce[l]er).",888,2301,NNlNNl,2,I,LAT,N?,1,19,193,2,2,2,2,2,2,2,2,2
889,889,0,2301,1,,NUL,NIG,2,I/N,N?/N,N/N,IN,N?N,NN,N,N?N,NN,N,LAT,N,,M,,Ti. C. P.,Ti. C. P.,,Ti.,C.,P.,,,"CIL, IV, 10325: colore nigro. Ti. C(laudi?) P.",889,2301,NNlNNl,2,N,LAT,N,1,19,193,2,2,2,2,2,2,2,2,2
890,890,0,2305,0,,NUL,NIG,1,I,N?,N,I,N?,N,,N?,N,I,LAT,N?,,,,C. D.,C. · D.,,C. ·,C. · && D.,D.,,,"CIL, IV, 10328: colore nigro",890,2305,NNl,1,I,LAT,N?,1,19,1912,16,16,12,9,6,4,4,3,2
891,891,0,2312,1,,NUL,RUB,3,I/N/\I,I/N/\I,I/N/\I,INI,INI,INI,N,N,N,N,LAT,N,G,M,P,M. F. Casinae et Paridis,M. · F'. · Casinae et / Paridis',et,M. ·,F'. ·,Casinae,/ Paridis',,\N,891,2312,IIlIIlNNl,3,N,LAT,N,1,19,1912,75,73,64,39,22,14,10,6,5
892,892,0,2312,1,,NUL,INC,3,I/N/\I,I/N/\I,I/N/\I,INI,INI,INI,N,N,N,I,LAT,I,,,,...,((---)),,,,,,,"CIL, IV, 10334: inferius gypso viridi. Haec imago est apographi non charta perlucida exarati, sed descripti et in ipso describendo minuti. Quid significet, nescio.",892,2312,IIlIIlNNl,3,I,LAT,I,1,19,1912,75,73,64,39,22,14,10,6,5
893,893,0,2312,1,,NUL,RUB,3,I/N/\I,I/N/\I,I/N/\I,INI,INI,INI,N,N,N,I,LAT,I,,,,M. A. N.,M. A. N.,,,,,,,\N,893,2312,IIlIIlNNl,3,I,LAT,I,1,19,1912,75,73,64,39,22,14,10,6,5
894,894,0,2319,0,,NUL,NIG,1,I,I,I,I,I,I,,,,I,LAT,I,,,,C. H. E.,C. H. E.,,,,,,,"CIL, IV, 10339: colore nigro. Sunt trium nominum initia.",894,2319,IIl,1,I,LAT,I,1,19,198,23,21,16,11,6,4,4,3,2
895,895,0,2327,1,,NUL,NIG,2,I/I,N?/I,N/I,II,N?I,NI,,N?,N,I,LAT,I,,,,altbria,altbria,,,,,,,"CIL, IV, 10346: colore nigro. .......",895,2327,IIlNNl,2,I,LAT,I,1,19,199,5,5,4,3,2,2,2,2,2
896,896,0,2327,1,,NUL,NIG,2,I/I,N?/I,N/I,II,N?I,NI,,N?,N,I,LAT,N?,,,,M. M. C. && MMC {2100},M. M. C. && MMC,,M.,M.,C.,,,"CIL, IV, 10346: colore nigro.",896,2327,IIlNNl,2,I,LAT,N?,1,19,199,5,5,4,3,2,2,2,2,2
897,897,0,2330,0,,NUL,NIG,1,N,N,N,N,N,N,N,N,N,N,LAT,N,,,,K. M. S.,K. M. S'.,,K.,M.,S'.,,,"CIL, IV, 10349: colore nigro.",897,2330,NNl,1,N,LAT,N,2,211,2111,16,16,12,9,6,4,4,3,2
898,898,0,2331,0,,NUL,NIG,1,N,N,N,N,N,N,N,N,N,N,LAT,N,,M,,M. M. T.,M'. M. T'.,,M'.,M.,T'.,,,"CIL, IV, 10350: colore nigro. M. M. S. Cf. inscriptiones 6953. 10407.",898,2331,NNl,1,N,LAT,N,1,19,1912,16,16,12,9,6,4,4,3,2
899,899,0,2333,0,,NUL,RUB,1,N,N,N,N,N,N,N,N,N,N,LAT,N,,M,,Q. M. C.,Q. · A. · C.,,Q. ·,A. ·,C.,,,\N,899,2333,NNl,1,N,LAT,N,2,23,234,16,16,12,9,6,4,4,3,2
900,900,0,2334,0,,NUL,NIG,1,I,N?,N,I,N?,N,,N?,N,I,LAT,N?,,,,M. N. ucun,M. N. ucun,,M.,N.,ucun,,,"CIL, IV, 10353: colore nigro. Minuci ±2.",900,2334,NNl,1,I,LAT,N?,1,19,1912,16,16,12,9,6,4,4,3,2
901,901,0,2335,1,,NUL,NIG,2,I/I,N?/I,N/I,II,N?I,NI,,N?,N,I,LAT,N?,,,,Minuc.,Minuc.,,,Minuc.,Minuc.,,,"CIL, IV, 10354: colore nigro. Minuc(i).",901,2335,IIlNNl,2,I,LAT,N?,1,19,1912,5,5,4,3,2,2,2,2,2
902,902,0,2335,1,,NUL,NIG,2,I/I,N?/I,N/I,II,N?I,NI,,N?,N,I,LAT,I,,,,turycamiis,turycamiis,,,,,,,"CIL, IV, 10354: colore nigro. Tulysamii(?).",902,2335,IIlNNl,2,I,LAT,I,1,19,1912,5,5,4,3,2,2,2,2,2
903,903,0,2342,1,,NUL,NIG,2,i/N,n?/N,n/N,iN,n?N,nN,N,n?N,nN,N,LAT,N,,M,,P. P. C.,E. P. C.,,P.,P.,C.,,,"CIL, IV, 10361: colore nigro. P. P. C. (?).",903,2342,NNlNng,2,N,LAT,N,1,19,1912,34,32,25,15,9,6,5,3,2
904,904,0,2342,1,,NUL,NIG,2,i/N,n?/N,n/N,iN,n?N,nN,N,n?N,nN,i,GRA,N?,,,,Τρ.,Τρ(---),,,,Τρ(---),,,"CIL, IV, 10361: colore nigro. Τρ.",904,2342,NNlNng,2,i,GRA,N?,1,19,1912,34,32,25,15,9,6,5,3,2
905,905,0,2352,0,,NUL,RUB,1,N,N,N,N,N,N,N,N,N,N,LAT,N,,,,T. Ter.,T. Ter.,,T.,T. && Ter.,Ter.,,,"CIL, IV, 10371: litteris crassis. T. Ter(entius). T. Terentius quidam candidatus nobis notus est programmatis 697. 808.",905,2352,NNl,1,N,LAT,N,0,00,000,16,16,12,9,6,4,4,3,2
906,906,0,2357,0,,NUL,CAR,1,i,x?,x,i,x?,x,,x?,x,i,GRA,NUM?,,,,Α {1},Α,a(nnorum),,,Α,,,\N,906,2357,Xxg,1,i,GRA,NUM?,1,19,198,14,14,10,8,5,4,4,3,2
907,907,0,2364,0,,NUL,NIG,1,I,I,I,I,I,I,,,,I,LAT,I,,,,e... e...,e(---) e(---),,,,,,,"CIL, IV, 10380: colore nigro evanido.",907,2364,IIl,1,I,LAT,I,0,00,000,23,21,16,11,6,4,4,3,2
908,908,0,2375,0,,NUL,CAR,1,X,X,X,X,X,X,X,X,X,X,LAT,NUM,,,,IIII {4},IIII,,,,,,,\N,908,2375,XXl,1,X,LAT,NUM,1,19,196,24,22,17,11,6,4,4,3,2
909,909,0,2432,1,,NUL,IGN,2,N/N,N/N,N/N,NN,NN,NN,NN,NN,NN,N,LAT,N,D,F,S,Cl. Exochi,Cl. Exochi,,,Cl.,Exochi,,,"CIL, IV, 10770: Cl(audi?) Exochi.",909,2432,NNlNNl,2,N,LAT,N,4,40,400,2,2,2,2,2,2,2,2,2
910,910,0,2432,1,,NUL,IGN,2,N/N,N/N,N/N,NN,NN,NN,NN,NN,NN,N,LAT,N,,M,,P. A. N. B.,P. A. N. · B.,,P.,A.,N. ·,B.,,"CIL, IV, 10770: in uno ex fragmentis die 9 Ian. 1932 repertis. Primi versus litterae,quas Matthaeus Della Corte p. 260 n. 180 sq. legit PAN, eadem esse videntur ac litterae, quas ipse p. 261 n. 259 legit ΤΛΗ. Ex apographo autem patet utramque lectionem admitti posse, cf. adn. ad tit. 10772.",910,2432,NNlNNl,2,N,LAT,N,4,40,400,2,2,2,2,2,2,2,2,2
911,911,0,2433,1,,NUL,IGN,2,I/N,I/N,I/N,IN,IN,IN,N,N,N,N,LAT,N,D,F,S,Cl. Exochi,Cl. Exochi,,,Cl.,Exochi,,,"CIL, IV, 10770: Cl(audi?) Exochi.",911,2433,IIlNNl,2,N,LAT,N,4,40,400,5,5,4,3,2,2,2,2,2
912,912,0,2433,1,,NUL,IGN,2,I/N,I/N,I/N,IN,IN,IN,N,N,N,I,LAT,I,,,,P. A. N.,P. A. N.,,,,,,,"CIL, IV, 10770: in altero fragmento die 9 Ian. 1932 reperto et in fragmento die 20 Febr. 1932 reperto. Primi versus litterae,quas Matthaeus Della Corte p. 260 n. 180 sq. legit PAN, eadem esse videntur ac litterae, quas ipse p. 261 n. 259 legit ΤΛΗ. Ex apographo autem patet utramque lectionem admitti posse, cf. adn. ad tit. 10772.",912,2433,IIlNNl,2,I,LAT,I,4,40,400,5,5,4,3,2,2,2,2,2
913,913,0,2460,1,,NUL,IGN,2,I/I,X?/I,X/I,II,X?I,XI,,X?,X,I,LAT,NUM?,,,,I {1},I,,,,,,,\N,913,2460,IIlXXl,2,I,LAT,NUM?,4,414,4140,7,7,6,4,2,2,2,2,2
914,914,0,2460,1,,NUL,IGN,2,I/I,X?/I,X/I,II,X?I,XI,,X?,X,I,LAT,I,,,,Min. && M. I. C.,Min. && M. I. C.,,,,,,,\N,914,2460,IIlXXl,2,I,LAT,I,4,414,4140,7,7,6,4,2,2,2,2,2
915,915,0,2474,1,,NUL,IGN,3,I/N&S,I/N&S,I/N&S,INi,INx?,INx,NS,NS,NS,S,\N,S,,,,...,((---)),signum,,,,,,"CIL, IV, 10816: non intelligitur.",915,2474,IIlNNlXxg,3,S,\N,S,4,417,4170,71,69,60,37,21,14,10,6,5
916,916,0,2474,1,,NUL,IGN,3,I/N&i,I/N&x?,I/N&x,INi,INx?,INx,N,Nx?,Nx,i,GRA,NUM?,,,,... && Ν {50} && Ζ {7},((---)) && Ν && Ζ,,,,,,,"CIL, IV, 10816: extrema littera vel N (Della Corte) vel Z esse potest.",916,2474,IIlNNlXxg,3,i,GRA,NUM?,4,417,4170,71,69,60,37,21,14,10,6,5
917,917,0,2474,1,,NUL,IGN,3,I/N&i,I/N&x?,I/N&x,INi,INx?,INx,N,Nx?,Nx,N,LAT,N,,M,,C. Le. Tiz. && C. Le. Tiz. N. && C. Le. Tiz. Z.,C. · Le. Tiz. · && C. · Le. Tiz. · N. && C. · Le. Tiz. · Z.,,C. ·,Le.,Tiz. ·,N. && Z.,,"CIL, IV, 10816: extrema littera vel N (Della Corte) vel Z esse potest.",917,2474,IIlNNlXxg,3,N,LAT,N,4,417,4170,71,69,60,37,21,14,10,6,5
918,918,0,2478,0,,NUL,IGN,1,N,N,N,N,N,N,N,N,N,N,LAT,N,,M,,F. M. O.,F. M. O.,,F.,M.,O.,,,\N,918,2478,NNl,1,N,LAT,N,4,415,4150,16,16,12,9,6,4,4,3,2
919,919,0,2503,1,,NUL,IGN,3,X/X/X,X/X/X,X/X/X,XXX,XXX,XXX,XXX,XXX,XXX,X,LAT,NUM,,,,l... CCXI {201},l(---) CCXI,l(---),,,,,,"CIL, IV, 10839: ""T P XXVIS LCCXI""; emendavi ex apographo.",919,2503,XXlXXlXXl,3,X,LAT,NUM,2,28,280,76,74,65,40,23,15,10,6,5
920,920,0,2503,1,,NUL,IGN,3,X/X/X,X/X/X,X/X/X,XXX,XXX,XXX,XXX,XXX,XXX,X,LAT,NUM,,,,p... pondo CXIII {113},p(---) p(ondo) · CXIII,p(---) p(ondo) ·,,,,,,"CIL, IV, 10839: ""CXIII""; emendavi ex apographo. Cf. etiam 10834.",920,2503,XXlXXlXXl,3,X,LAT,NUM,2,28,280,76,74,65,40,23,15,10,6,5
921,921,0,2503,1,,NUL,IGN,3,X/X/X,X/X/X,X/X/X,XXX,XXX,XXX,XXX,XXX,XXX,X,LAT,NUM,,,,t... pondo XXVI {26} s...,t(---)^p(ondo) XXVI s(---),t(---)^p(ondo),,,,,,"CIL, IV, 10839: ""T P XXVIS LCCXI""; emendavi ex apographo.",921,2503,XXlXXlXXl,3,X,LAT,NUM,2,28,280,76,74,65,40,23,15,10,6,5
922,922,0,2534,0,,NUL,IGN,1,I,N?,N,I,N?,N,,N?,N,I,LAT,N?,,,,Heli,Heli,,,Heli,Heli && Heli.,,,\N,922,2534,NNl,1,I,LAT,N?,6,616,61632,16,16,12,9,6,4,4,3,2
923,923,0,2544,1,,NUL,IGN,2,i/X,x?/X,x/X,iX,x?X,xX,X,x?X,xX,X,LAT,NUM,,,,CCCC {400},CCCC,,,,,,,"CIL, IV, 6943: cf. 5979.",923,2544,XXlXxg,2,X,LAT,NUM,6,616,61635,28,26,20,13,8,5,5,3,2
924,924,0,2544,1,,NUL,IGN,2,i/X,x?/X,x/X,iX,x?X,xX,X,x?X,xX,i,GRA,NUM?,,,,Π {80},Π,,,,,,,"CIL, IV, 6943: cf. 5979.",924,2544,XXlXxg,2,i,GRA,NUM?,6,616,61635,28,26,20,13,8,5,5,3,2
925,925,0,2548,1,,NUL,RUB,3,i/n/\N,i/n/\N,i/n/\N,inN,inN,inN,nN,nN,nN,N,LAT,N,,M,,C. M. Sal.,C. · M. · Sal.,,C. ·,M. ·,Sal.,,,\N,925,2548,NNlIigNng,3,N,LAT,N,6,616,61630,66,64,55,33,20,13,9,5,4
926,926,0,2548,1,,NUL,ATR,3,i/n/\N,i/n/\N,i/n/\N,inN,inN,inN,nN,nN,nN,n,GRA,N,,,,Κλ. Ϲεκουνδ-,Κλ. Ϲεκουν(δ-) && Τ'ι'βε. / Κλ. Ϲεκουν(δ-),,,Κλ.,Ϲεκουν(δ-),,,"CIL, IV, 6947: supra a.",926,2548,NNlIigNng,3,n,GRA,N,6,616,61630,66,64,55,33,20,13,9,5,4
927,927,0,2548,1,,NUL,ATR,3,i/n/\N,i/n/\N,i/n/\N,inN,inN,inN,nN,nN,nN,i,GRA,I,,,,τιηϲ && Τιβε. Κλ. Ϲεκουνδ-,τ'ι'ηϲ' && Τ'ι'β'[ε]'. / Κλ. Ϲεκουν(δ-),,Τ'ι'β'[ε]'. /,Κλ.,τ'ι'ηϲ' && Ϲεκουν(δ-),,,"CIL, IV, 6947: supra a. [DANIEL MARTIN-ARROYO]:  Τιβε. Κλ. Ϲεκουνδ- según hipótesis recogida en Marangou-Lerat (1995) p. 135-136, P24. Son múltiples las referencias en el CIL IV. Extraña la disposición del praenomen en una línea superior. La interpretación de las letras del praenomen no es clara.",927,2548,NNlIigNng,3,i,GRA,I,6,616,61630,66,64,55,33,20,13,9,5,4
928,928,0,2549,1,,NUL,RUB,2,N//\N,N//\N,N//\N,NN,NN,NN,NN,NN,NN,N,LAT,N,,M,,C. M. Sal.,C. · M. · Sal.,,C. ·,M. ·,Sal.,,,\N,928,2549,NNlNNl,2,N,LAT,N,6,616,61630,2,2,2,2,2,2,2,2,2
929,929,0,2549,1,,NUL,ATR,2,N//\N,N//\N,N//\N,NN,NN,NN,NN,NN,NN,N,LAT,N,,,,M. Ara...,M. · Ara[---],,M. ·,M. · &&  Ara[---],Ara[---],,,"CIL, IV, 6947: ab altera parte, evanida.",929,2549,NNlNNl,2,N,LAT,N,6,616,61630,2,2,2,2,2,2,2,2,2
930,930,0,2550,1,,NUL,ATR,2,N//\N,N//\N,N//\N,NN,NN,NN,NN,NN,NN,N,LAT,N,,M,,C. M. F. C.,C. · M. · F. · C.,,C. ·,M. ·,F. ·,C.,,"CIL, IV, 6947: ab altera parte, longa 0,04.",930,2550,NNlNNl,2,N,LAT,N,6,616,61630,2,2,2,2,2,2,2,2,2
931,931,0,2550,1,,NUL,RUB,2,N//\N,N//\N,N//\N,NN,NN,NN,NN,NN,NN,N,LAT,N,,M,,C. M. Sal.,C. · M. · Sal.,,C. ·,M. ·,Sal.,,,\N,931,2550,NNlNNl,2,N,LAT,N,6,616,61630,2,2,2,2,2,2,2,2,2
932,932,0,2553,0,,NUL,RUB,1,N,N,N,N,N,N,N,N,N,N,LAT,N,,M,,M. A. N.,M. · A. · N.,,M. ·,A. ·,N.,,,\N,932,2553,NNl,1,N,LAT,N,0,00,000,16,16,12,9,6,4,4,3,2
933,933,0,2554,0,,NUL,RUB,1,N,N,N,N,N,N,N,N,N,N,LAT,N,,M,,M. M. S.,M. M. S.,,M.,M.,S.,,,\N,933,2554,NNl,1,N,LAT,N,0,00,000,16,16,12,9,6,4,4,3,2
934,934,0,2555,1,,NUL,IGN,2,I/N,I/N,I/N,IN,IN,IN,N,N,N,I,LAT,I,,,,C. E. && ϹΕ {205},C. E. && ϹΕ,,,,,,,\N,934,2555,IIlNNl,2,I,LAT,I,6,616,61626,5,5,4,3,2,2,2,2,2
935,935,0,2555,1,,NUL,IGN,2,I/N,I/N,I/N,IN,IN,IN,N,N,N,N,LAT,N,,,,M. menit.,M. · menit.(!),,M. ·,M. · && menit.(!),menit.(!),,,"CIL, IV, 6954: M. Menit...?",935,2555,IIlNNl,2,N,LAT,N,6,616,61626,5,5,4,3,2,2,2,2,2
936,936,0,2562,1,,NUL,IGN,4,X/N/I/I,X/N/I/I,X/N/I/I,XNII,XNII,XNII,XN,XN,XN,X,LAT,NUM,,,,CCLI {251} sextaria && sestertii,CCLI  s(extaria) && s(estertii),s(extaria) && s(estertii),,,,,,"CIL, IV, 6961: non expedivi. Prope ansam.",936,2562,IIlIIlNNlXXl,4,X,LAT,NUM,0,00,000,91,89,77,47,27,17,11,7,6
937,937,0,2562,1,,NUL,IGN,4,X/N/I/I,X/N/I/I,X/N/I/I,XNII,XNII,XNII,XN,XN,XN,I,LAT,I,,,,mapti,mapti,,,,,,,"CIL, IV, 6961: non expedivi.",937,2562,IIlIIlNNlXXl,4,I,LAT,I,0,00,000,91,89,77,47,27,17,11,7,6
938,938,0,2562,1,,NUL,IGN,4,X/N/I/I,X/N/I/I,X/N/I/I,XNII,XNII,XNII,XN,XN,XN,N,LAT,N,,M,,N. C. T.,N.^C.^T.,,N.^,C.^,T.,,,"CIL, IV, 6961: non expedivi.",938,2562,IIlIIlNNlXXl,4,N,LAT,N,0,00,000,91,89,77,47,27,17,11,7,6
939,939,0,2562,1,,NUL,IGN,4,X/N/I/I,X/N/I/I,X/N/I/I,XNII,XNII,XNII,XN,XN,XN,N,LAT,N,,M,,P. Calat. vetinum,P'. Calat. vetinum,,P'.,Calat.,vetinum,,,"CIL, IV, 6961: non expedivi. p calat.. etinum?",939,2562,IIlIIlNNlXXl,4,N,LAT,N,0,00,000,91,89,77,47,27,17,11,7,6
940,940,0,2572,1,,INC,IGN,2,x/n,x/n,x/n,xn,xn,xn,xn,xn,xn,n,GRA,N,G,M,S,Γ. Ουολουϲιου,Γ. Ουολουϲιου,,Γ.,Ουολουϲιου,,,,"CIL, IV, 7111: Γ. Ούολ(ο)υσίου.",940,2572,NngXxg,2,n,GRA,N,0,00,000,37,35,28,17,10,7,5,3,2
941,941,0,2572,1,,INC,IGN,2,x/n,x/n,x/n,xn,xn,xn,xn,xn,xn,x,GRA,NUM,,,,ΒΛ {32} && Βα.,ΒΛ && Βα.,,,,,,,\N,941,2572,NngXxg,2,x,GRA,NUM,0,00,000,37,35,28,17,10,7,5,3,2
942,942,0,2574,1,,INC,IGN,2,i/i,n?/n?,n/n,ii,n?n?,nn,,n?n?,nn,i,GRA,N?,,,,Α. Κα. && Α. Κα. Τρο.,Α. · Κα. && Α. · Κα. / Τ'ρ'ο.,,Α. ·,Α. · && Κα.,Κα.,,,\N,942,2574,NngNng,2,i,GRA,N?,0,00,000,35,33,26,16,10,7,5,3,2
943,943,0,2574,1,,INC,IGN,2,i/i,n?/n?,n/n,ii,n?n?,nn,,n?n?,nn,i,GRA,N?,,,,Τρο.,Τ'ρ'ο.,,,,Τρο.,,,\N,943,2574,NngNng,2,i,GRA,N?,0,00,000,35,33,26,16,10,7,5,3,2
944,944,0,2675,0,,NUL,ATR,1,i,i,i,i,i,i,,,,i,GRA,I,,,,τ ...θλαϲτε θανου,τ [---]θλαϲτε θανου,,,,,,,Giordano&Casal.+1991+202: penicillo nero.,944,2675,Iig,1,i,GRA,I,2,28,286,15,15,11,8,5,4,4,3,2
945,945,0,2683,1,,NUL,ATR,2,n/X,n/X,n/X,nX,nX,nX,nX,nX,nX,X,LAT,NUM,,,,IIII {4} teto,IIII teto,,,,,,,Giordano&Casal.+1991+212: TTTT.,945,2683,XXlNng,2,X,LAT,NUM,1,114,1145,32,30,23,14,9,6,5,3,2
946,946,0,2683,1,,NUL,ATR,2,n/X,n/X,n/X,nX,nX,nX,nX,nX,nX,n,GRA,N,,M,,Κ. Κ. Μ.,Κ. Κ. Μ.,,Κ.,Κ.,Μ.,,,\N,946,2683,XXlNng,2,n,GRA,N,1,114,1145,32,30,23,14,9,6,5,3,2
